run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction,dominant_source_class,block
near,1,2650.0,432453.2278381318,4012666.4885978177,15.130634307861328,waverider-17m,18.0,115.88400199111076,114.4866804479891,False,132.3424878836832,-0.1243628267517376,-0.1349212012047687,0.300119549036026,1.0,4,0_2
near,1,2700.0,432501.87844771775,4012678.026283327,15.190957069396973,waverider-17m,18.0,116.0677529483861,127.01156821934926,False,132.4137931034481,-0.12344665742104144,-0.040798052510121585,0.300119549036026,1.0,4,0_2
near,1,2750.0,432550.52905730373,4012689.5639688363,15.28885555267334,waverider-17m,18.0,153.09942995967359,170.6666666666665,False,134.29508196721298,0.14002261078370348,0.27083333333333326,0.300119549036026,1.0,4,0_2
near,1,2800.0,432599.1796668897,4012701.1016543456,15.352448463439941,waverider-17m,18.0,156.56683259990095,111.06839440315186,True,134.29508196721298,0.16584189313891207,-0.17295262956637325,0.300119549036026,1.0,4,0_2
near,1,2850.0,432647.83027647564,4012712.6393398554,15.409407615661621,waverider-17m,18.0,155.40093141046822,116.77991750702667,True,134.29508196721298,0.15716025586408344,-0.1304229775477742,0.300119549036026,1.0,4,0_2
near,1,2900.0,432696.4808860616,4012724.1770253647,15.455082893371582,waverider-17m,18.0,166.70902827200322,127.01156821934933,True,134.29508196721298,0.24136361384182203,-0.05423514875728552,0.300119549036026,1.0,4,0_2
near,2,550.0,430456.9367203048,4011991.0755363177,6.962210178375244,waverider-17m,18.0,84.0091278937105,85.33333333333324,True,93.75806042445699,-0.10397967371137573,-0.08985603000940634,0.15355214476585388,0.0,3,0_0
near,2,600.0,430505.3377260226,4012003.6191659956,7.384668827056885,waverider-17m,18.0,85.42888789600481,85.33333333333324,True,89.97599627769574,-0.05053690506140163,-0.051598905668504114,0.15355214476585388,0.0,3,0_0
near,2,650.0,430553.73873174045,4012016.1627956736,7.778110980987549,waverider-17m,18.0,86.18273552133465,93.09090909090897,True,94.26620313990992,-0.0857514925744679,-0.012467819959361082,0.15355214476585388,0.0,3,0_0
near,2,700.0,430602.1397374583,4012028.706425352,8.155608177185059,waverider-17m,18.0,91.83395138980995,93.09090909090897,True,95.5463345889894,-0.038854271230277515,-0.025698793246678786,0.15355214476585388,0.0,3,0_0
near,2,750.0,430650.5407431762,4012041.25005503,8.531758308410645,waverider-17m,18.0,110.84910459180288,113.08188270064278,True,97.88474029445283,0.13244520298415452,0.15525548068549333,0.15355214476585388,0.0,3,0_0
near,2,800.0,430698.94174889405,4012053.793684708,8.893132209777832,waverider-17m,18.0,115.90615541335329,119.85013472883753,True,98.8989709247521,0.1719652320906473,0.21184410321141,0.15355214476585388,0.0,3,0_0
near,2,850.0,430747.3427546119,4012066.337314386,9.251855850219727,waverider-17m,18.0,107.76691345839576,127.12026448932349,True,102.24810204163067,0.053974707662721055,0.2432530477442605,0.23201750218868256,0.0,3,0_0
near,2,1600.0,431473.35784037993,4012254.491759556,14.893841743469238,waverider-17m,18.0,130.88824746834564,127.01156821934926,True,132.23470089092888,-0.010182300209487627,-0.03949895629807354,0.300119549036026,0.9003273917788287,4,0_1
near,2,1650.0,431521.7588460978,4012267.0353892343,15.111251831054688,waverider-17m,18.0,163.19236188336512,142.0032502336585,False,134.29508196721298,0.2151774993756448,0.05739724905434285,0.300119549036026,0.9643506729719898,4,0_1
near,2,1700.0,431570.1598518156,4012279.5790189123,15.252921104431152,waverider-17m,18.0,159.50492535665285,127.99999999999986,True,134.29508196721298,0.18771978109812415,-0.04687500000000011,0.300119549036026,0.9759825327510917,4,0_1
near,2,1750.0,431618.5608575335,4012292.1226485902,15.364484786987305,waverider-17m,18.0,89.3944305607436,127.99999999999986,True,134.29508196721298,-0.3343432294671185,-0.04687500000000011,0.300119549036026,0.982532751091703,4,0_1
near,2,1800.0,431666.96186325134,4012304.666278268,15.401712417602539,waverider-17m,18.0,104.23073172705126,127.99999999999986,False,134.29508196721298,-0.22386784236448565,-0.04687500000000011,0.300119549036026,0.984340859431901,4,0_1
near,2,1850.0,431715.3628689692,4012317.209907946,15.392518997192383,waverider-17m,18.0,174.86312662974527,190.15202629330105,False,134.29508196721298,0.302081387257626,0.4159269536000214,0.300119549036026,0.9908991627229705,4,0_1
